,continent,location,date,total_vaccinations,people_partially_vaccinated,people_fully_vaccinated
29144,Europe,Kosovo,2021-10-23,1532585.0,834857.0,697728.0
29145,Europe,Kosovo,2021-10-26,1542975.0,835679.0,707296.0
29146,Europe,Kosovo,2021-10-27,1549215.0,836422.0,712793.0
29147,Europe,Kosovo,2021-10-28,1553816.0,836961.0,716855.0
29148,Europe,Kosovo,2021-10-29,1558528.0,838150.0,720378.0
29149,Europe,Kosovo,2021-11-03,1572626.0,839518.0,733108.0
29150,Europe,Kosovo,2021-11-04,1575375.0,840018.0,735357.0
29151,Europe,Kosovo,2021-11-05,1578022.0,840547.0,737475.0
29152,Europe,Kosovo,2021-11-06,1581266.0,841269.0,739997.0
29153,Europe,Kosovo,2021-11-09,1585044.0,842214.0,742830.0
29154,Europe,Kosovo,2021-11-10,1587467.0,842796.0,744671.0
29155,Europe,Kosovo,2021-11-11,1589739.0,843507.0,746232.0
29156,Europe,Kosovo,2021-11-12,1591886.0,844163.0,747723.0
29157,Europe,Kosovo,2021-11-13,1594449.0,845017.0,749432.0
29158,Europe,Kosovo,2021-11-16,1597345.0,846214.0,751131.0
29159,Europe,Kosovo,2021-11-17,1599372.0,847007.0,752365.0
29160,Europe,Kosovo,2021-11-18,1601129.0,847689.0,753440.0
29161,Europe,Kosovo,2021-11-19,1602881.0,848452.0,754429.0
29162,Europe,Kosovo,2021-11-20,1604907.0,849253.0,755654.0
29163,Europe,Kosovo,2021-11-23,1607518.0,850415.0,757103.0
29164,Europe,Kosovo,2021-11-24,1609325.0,851075.0,758250.0
29165,Europe,Kosovo,2021-11-25,1610960.0,851826.0,759134.0
29166,Europe,Kosovo,2021-11-26,1612311.0,852410.0,759901.0
29167,Europe,Kosovo,2021-11-27,1614212.0,853209.0,761003.0
29168,Europe,Kosovo,2021-11-30,1615360.0,853765.0,761595.0
29169,Europe,Kosovo,2021-12-01,1617512.0,854837.0,762675.0
29170,Europe,Kosovo,2021-12-02,1619802.0,856150.0,763652.0
29171,Europe,Kosovo,2021-12-03,1621804.0,857361.0,764443.0
29172,Europe,Kosovo,2021-12-04,1624584.0,858915.0,765669.0
29173,Europe,Kosovo,2021-12-06,1626061.0,859855.0,766206.0
29174,Europe,Kosovo,2021-12-07,1630082.0,862340.0,767742.0
29175,Europe,Kosovo,2021-12-08,1633364.0,864550.0,768814.0
29176,Europe,Kosovo,2021-12-09,1638378.0,868411.0,769967.0
29177,Europe,Kosovo,2021-12-10,1640380.0,869439.0,770941.0
29178,Europe,Kosovo,2021-12-11,1643382.0,871277.0,772105.0
29179,Europe,Kosovo,2021-12-12,1644358.0,871970.0,772388.0
29180,Europe,Kosovo,2021-12-13,1644733.0,872196.0,772537.0
29181,Europe,Kosovo,2021-12-14,1647674.0,874041.0,773633.0
29182,Europe,Kosovo,2021-12-15,1650162.0,875615.0,774547.0
29183,Europe,Kosovo,2021-12-17,1651845.0,875947.0,775898.0
29184,Europe,Kosovo,2021-12-18,1653823.0,877188.0,776635.0
29185,Europe,Kosovo,2021-12-19,1654534.0,877714.0,776820.0
29186,Europe,Kosovo,2021-12-20,1654843.0,877962.0,776881.0
29187,Europe,Kosovo,2021-12-21,1656937.0,879207.0,777730.0
29188,Europe,Kosovo,2021-12-22,1659012.0,880609.0,778403.0
29189,Europe,Kosovo,2021-12-23,1661024.0,882012.0,779012.0
29190,Europe,Kosovo,2021-12-24,1662553.0,883072.0,779481.0
29191,Europe,Kosovo,2021-12-25,1663943.0,883919.0,780024.0
29192,Europe,Kosovo,2022-01-10,1693666.0,884665.0,790175.0
29193,Europe,Kosovo,2022-01-11,1697901.0,885339.0,791547.0
29194,Europe,Kosovo,2022-01-16,1716223.0,885613.0,796031.0
29195,Europe,Kosovo,2022-01-17,1717379.0,885808.0,796246.0
29196,Europe,Kosovo,2022-01-18,1722864.0,886531.0,797226.0
29197,Europe,Kosovo,2022-01-19,1728214.0,887237.0,798225.0
29198,Europe,Kosovo,2022-01-20,1732948.0,887875.0,799114.0
29199,Europe,Kosovo,2022-01-21,1737417.0,888522.0,799939.0
29200,Europe,Kosovo,2022-01-23,1745974.0,889769.0,801281.0
29201,Europe,Kosovo,2022-01-24,1747841.0,889974.0,801524.0
29202,Europe,Kosovo,2022-01-25,1754334.0,890899.0,802301.0
29203,Europe,Kosovo,2022-01-26,1759797.0,891630.0,803020.0
29204,Europe,Kosovo,2022-01-27,1764421.0,892257.0,803638.0
29205,Europe,Kosovo,2022-01-28,1769170.0,892797.0,804251.0
29206,Europe,Kosovo,2022-01-29,1773577.0,893331.0,804801.0
29207,Europe,Kosovo,2022-01-30,1776133.0,893610.0,805086.0
29208,Europe,Kosovo,2022-01-31,1777085.0,893743.0,805226.0
29209,Europe,Kosovo,2022-02-01,1781110.0,894288.0,805802.0
29210,Europe,Kosovo,2022-02-02,1783672.0,894653.0,806268.0
29211,Europe,Kosovo,2022-02-03,1786709.0,894887.0,807003.0
29212,Europe,Kosovo,2022-02-04,1789127.0,895183.0,807507.0
29213,Europe,Kosovo,2022-02-05,1791536.0,895545.0,808026.0
29214,Europe,Kosovo,2022-02-06,1792775.0,895713.0,808344.0
29215,Europe,Kosovo,2022-02-07,1793326.0,895792.0,808546.0
29216,Europe,Kosovo,2022-02-08,1794993.0,896107.0,808959.0
29217,Europe,Kosovo,2022-02-09,1796305.0,896328.0,809358.0
29218,Europe,Kosovo,2022-02-11,1798980.0,896749.0,810114.0
29219,Europe,Kosovo,2022-02-13,1801246.0,897068.0,810844.0
29220,Europe,Kosovo,2022-02-14,1801548.0,897109.0,810932.0
29221,Europe,Kosovo,2022-02-15,1802978.0,897359.0,811470.0
29222,Europe,Kosovo,2022-02-16,1804256.0,897602.0,811944.0
29223,Europe,Kosovo,2022-02-19,1806746.0,898049.0,812972.0
29224,Europe,Kosovo,2022-02-20,1807323.0,898147.0,813241.0
29225,Europe,Kosovo,2022-02-21,1807516.0,898178.0,813327.0
29226,Europe,Kosovo,2022-02-22,1808724.0,898435.0,813881.0
29227,Europe,Kosovo,2022-02-23,1809730.0,898639.0,814448.0
29228,Europe,Kosovo,2022-02-24,1810642.0,898870.0,814899.0
29229,Europe,Kosovo,2022-02-25,1811481.0,899104.0,815306.0
29230,Europe,Kosovo,2022-02-26,1812244.0,899310.0,815673.0
29231,Europe,Kosovo,2022-02-27,1812571.0,899369.0,815862.0
29232,Europe,Kosovo,2022-03-02,1814712.0,900042.0,816765.0
29233,Europe,Kosovo,2022-03-03,1815139.0,900148.0,816978.0
29234,Europe,Kosovo,2022-03-04,1815597.0,900278.0,817196.0
29235,Europe,Kosovo,2022-03-05,1815751.0,900307.0,817292.0
29236,Europe,Kosovo,2022-03-06,1815864.0,900326.0,817367.0
29237,Europe,Kosovo,2022-03-07,1816329.0,900417.0,817608.0
29238,Europe,Kosovo,2022-03-08,1816602.0,900494.0,817742.0
29239,Europe,Kosovo,2022-03-09,1816890.0,900565.0,817900.0
29240,Europe,Kosovo,2022-03-10,1817540.0,900712.0,818252.0
29241,Europe,Kosovo,2022-03-11,1817563.0,900718.0,818260.0
29242,Europe,Kosovo,2022-03-12,1817705.0,900736.0,818336.0
29243,Europe,Kosovo,2022-03-13,1817836.0,900766.0,818409.0
29244,Europe,Kosovo,2022-03-14,1818153.0,900826.0,818592.0
29245,Europe,Kosovo,2022-03-15,1818495.0,900910.0,818758.0
29246,Europe,Kosovo,2022-03-16,1818750.0,900955.0,818905.0
29247,Europe,Kosovo,2022-03-17,1819097.0,901025.0,819034.0
29248,Europe,Kosovo,2022-03-18,1819481.0,901108.0,819209.0
29249,Europe,Kosovo,2022-03-19,1819600.0,901130.0,819268.0
29250,Europe,Kosovo,2022-03-20,1819736.0,901155.0,819329.0
29251,Europe,Kosovo,2022-03-21,1820094.0,901225.0,819496.0
29252,Europe,Kosovo,2022-03-22,1820441.0,901311.0,819634.0
29253,Europe,Kosovo,2022-03-23,1820882.0,901393.0,819841.0
29254,Europe,Kosovo,2022-03-24,1820975.0,901402.0,819887.0
29255,Europe,Kosovo,2022-03-25,1821176.0,901438.0,819983.0
29256,Europe,Kosovo,2022-03-26,1821268.0,901461.0,820019.0
29257,Europe,Kosovo,2022-03-27,1821355.0,901479.0,820056.0
29258,Europe,Kosovo,2022-03-28,1821541.0,901524.0,820147.0
29259,Europe,Kosovo,2022-03-29,1821917.0,901602.0,820317.0
29260,Europe,Kosovo,2022-03-30,1822329.0,901705.0,820513.0
29261,Europe,Kosovo,2022-03-31,1822431.0,901730.0,820551.0
29262,Europe,Kosovo,2022-04-03,1822794.0,901819.0,820711.0
29263,Europe,Kosovo,2022-04-04,1822959.0,901850.0,820783.0
29264,Europe,Kosovo,2022-04-05,1823261.0,901928.0,820899.0
29265,Europe,Kosovo,2022-04-06,1823358.0,901945.0,820941.0
29266,Europe,Kosovo,2022-04-07,1823483.0,901975.0,820985.0
29267,Europe,Kosovo,2022-04-08,1823638.0,902011.0,821065.0
29268,Europe,Kosovo,2022-04-09,1823684.0,902023.0,821082.0
29269,Europe,Kosovo,2022-04-10,1823725.0,902026.0,821096.0
29270,Europe,Kosovo,2022-04-11,1823943.0,902075.0,821191.0
29271,Europe,Kosovo,2022-04-12,1824020.0,902089.0,821229.0
29272,Europe,Kosovo,2022-04-13,1824184.0,902127.0,821291.0
29273,Europe,Kosovo,2022-04-14,1824357.0,902173.0,821361.0
29274,Europe,Kosovo,2022-04-17,1824587.0,902233.0,821444.0
29275,Europe,Kosovo,2022-04-18,1824802.0,902287.0,821538.0
29276,Europe,Kosovo,2022-04-19,1824882.0,902312.0,821564.0
29277,Europe,Kosovo,2022-04-20,1825022.0,902342.0,821627.0
29278,Europe,Kosovo,2022-04-21,1825161.0,902379.0,821675.0
29279,Europe,Kosovo,2022-04-22,1825381.0,902426.0,821764.0
29280,Europe,Kosovo,2022-04-25,1825488.0,902450.0,821798.0
29281,Europe,Kosovo,2022-04-26,1825723.0,902492.0,821896.0
29282,Europe,Kosovo,2022-04-27,1825853.0,902521.0,821937.0
29283,Europe,Kosovo,2022-04-28,1826049.0,902548.0,821994.0
29284,Europe,Kosovo,2022-04-29,1826165.0,902569.0,822028.0
29285,Europe,Kosovo,2022-04-30,1826228.0,902575.0,822042.0
29286,Europe,Kosovo,2022-05-01,1826254.0,902577.0,822046.0
29287,Europe,Kosovo,2022-05-03,1826331.0,902584.0,822074.0
29288,Europe,Kosovo,2022-05-04,1826596.0,902634.0,822170.0
29289,Europe,Kosovo,2022-05-05,1826799.0,902674.0,822245.0
29290,Europe,Kosovo,2022-05-06,1826992.0,902718.0,822312.0
29291,Europe,Kosovo,2022-05-07,1827035.0,902726.0,822324.0
29292,Europe,Kosovo,2022-05-08,1827058.0,902731.0,822331.0
29293,Europe,Kosovo,2022-05-09,1827131.0,902738.0,822356.0
29294,Europe,Kosovo,2022-05-10,1827353.0,902786.0,822431.0
29295,Europe,Kosovo,2022-05-11,1827513.0,902827.0,822487.0
29296,Europe,Kosovo,2022-05-12,1827662.0,902862.0,822523.0
29297,Europe,Kosovo,2022-05-13,1827786.0,902884.0,822575.0
29298,Europe,Kosovo,2022-05-14,1827810.0,902891.0,822581.0
29299,Europe,Kosovo,2022-05-15,1827852.0,902904.0,822594.0
29300,Europe,Kosovo,2022-05-16,1828001.0,902946.0,822644.0
29301,Europe,Kosovo,2022-05-17,1828100.0,902962.0,822696.0
29302,Europe,Kosovo,2022-05-18,1828193.0,902986.0,822735.0
29303,Europe,Kosovo,2022-05-19,1828331.0,903025.0,822784.0
29304,Europe,Kosovo,2022-05-20,1828431.0,903057.0,822829.0
29305,Europe,Kosovo,2022-05-21,1828472.0,903066.0,822842.0
29306,Europe,Kosovo,2022-05-22,1828499.0,903072.0,822850.0
29307,Europe,Kosovo,2022-05-23,1828624.0,903116.0,822899.0
29308,Europe,Kosovo,2022-05-24,1828721.0,903146.0,822936.0
29309,Europe,Kosovo,2022-05-25,1828804.0,903171.0,822962.0
29310,Europe,Kosovo,2022-05-26,1828870.0,903193.0,822988.0
29311,Europe,Kosovo,2022-05-27,1828962.0,903217.0,823032.0
29312,Europe,Kosovo,2022-05-28,1828983.0,903226.0,823036.0
29313,Europe,Kosovo,2022-05-29,1828996.0,903228.0,823040.0
29314,Europe,Kosovo,2022-05-30,1829112.0,903257.0,823087.0
29315,Europe,Kosovo,2022-05-31,1829189.0,903279.0,823117.0
29316,Europe,Kosovo,2022-06-01,1829274.0,903306.0,823162.0
29317,Europe,Kosovo,2022-06-02,1829334.0,903323.0,823191.0
29318,Europe,Kosovo,2022-06-03,1829409.0,903344.0,823225.0
29319,Europe,Kosovo,2022-06-04,1829424.0,903349.0,823232.0
29320,Europe,Kosovo,2022-06-05,1829433.0,903350.0,823237.0
29321,Europe,Kosovo,2022-06-06,1829528.0,903380.0,823279.0
29322,Europe,Kosovo,2022-06-07,1829619.0,903405.0,823315.0
29323,Europe,Kosovo,2022-06-08,1829686.0,903420.0,823349.0
29324,Europe,Kosovo,2022-06-09,1829763.0,903439.0,823388.0
29325,Europe,Kosovo,2022-06-10,1829820.0,903454.0,823409.0
29326,Europe,Kosovo,2022-06-13,1829948.0,903486.0,823467.0
29327,Europe,Kosovo,2022-06-14,1830016.0,903501.0,823496.0
29328,Europe,Kosovo,2022-06-15,1830080.0,903514.0,823516.0
29329,Europe,Kosovo,2022-06-16,1830106.0,903523.0,823526.0
29330,Europe,Kosovo,2022-06-17,1830149.0,903529.0,823550.0
29331,Europe,Kosovo,2022-06-18,1830153.0,903530.0,823550.0
29332,Europe,Kosovo,2022-06-19,1830159.0,903530.0,823555.0
29333,Europe,Kosovo,2022-06-20,1830206.0,903537.0,823586.0
29334,Europe,Kosovo,2022-06-21,1830250.0,903541.0,823611.0
29335,Europe,Kosovo,2022-06-22,1830292.0,903556.0,823634.0
29336,Europe,Kosovo,2022-06-23,1830347.0,903571.0,823660.0
29337,Europe,Kosovo,2022-06-24,1830399.0,903581.0,823674.0
29338,Europe,Kosovo,2022-06-25,1830403.0,903584.0,823674.0
29339,Europe,Kosovo,2022-06-26,1830411.0,903586.0,823676.0
29340,Europe,Kosovo,2022-06-27,1830482.0,903604.0,823704.0
29341,Europe,Kosovo,2022-06-28,1830544.0,903615.0,823720.0
29342,Europe,Kosovo,2022-06-29,1830592.0,903627.0,823741.0
29343,Europe,Kosovo,2022-06-30,1830622.0,903637.0,823746.0
29344,Europe,Kosovo,2022-07-01,1830688.0,903657.0,823766.0
29345,Europe,Kosovo,2022-07-03,1830700.0,903659.0,823769.0
29346,Europe,Kosovo,2022-07-04,1830809.0,903696.0,823800.0
29347,Europe,Kosovo,2022-07-05,1830914.0,903711.0,823837.0
29348,Europe,Kosovo,2022-07-06,1830938.0,903714.0,823844.0
29349,Europe,Kosovo,2022-07-07,1831019.0,903733.0,823852.0
29350,Europe,Kosovo,2022-07-09,1831127.0,903785.0,823872.0
29351,Europe,Kosovo,2022-07-10,1831128.0,903785.0,823872.0
29352,Europe,Kosovo,2022-07-11,1831167.0,903814.0,823874.0
29353,Europe,Kosovo,2022-07-12,1831452.0,903964.0,823906.0
29354,Europe,Kosovo,2022-07-13,1831724.0,904107.0,823925.0
29355,Europe,Kosovo,2022-07-14,1831991.0,904261.0,823958.0
29356,Europe,Kosovo,2022-07-15,1832235.0,904394.0,823977.0
29357,Europe,Kosovo,2022-07-17,1832395.0,904484.0,823988.0
29358,Europe,Kosovo,2022-07-18,1832760.0,904690.0,824012.0
29359,Europe,Kosovo,2022-07-19,1833005.0,904820.0,824042.0
29360,Europe,Kosovo,2022-07-20,1833189.0,904903.0,824067.0
29361,Europe,Kosovo,2022-07-21,1833408.0,905005.0,824089.0
29362,Europe,Kosovo,2022-07-22,1833539.0,905071.0,824111.0
29363,Europe,Kosovo,2022-07-23,1833554.0,905076.0,824111.0
29364,Europe,Kosovo,2022-07-24,1833583.0,905095.0,824115.0
29365,Europe,Kosovo,2022-07-25,1833768.0,905188.0,824129.0
29366,Europe,Kosovo,2022-07-26,1833896.0,905253.0,824144.0
29367,Europe,Kosovo,2022-07-27,1834028.0,905336.0,824166.0
29368,Europe,Kosovo,2022-07-28,1834134.0,905401.0,824174.0
29369,Europe,Kosovo,2022-07-29,1834246.0,905456.0,824186.0
29370,Europe,Kosovo,2022-07-30,1834256.0,905461.0,824186.0
29371,Europe,Kosovo,2022-07-31,1834274.0,905471.0,824187.0
29372,Europe,Kosovo,2022-08-01,1834397.0,905542.0,824210.0
29373,Europe,Kosovo,2022-08-02,1834474.0,905581.0,824221.0
29374,Europe,Kosovo,2022-08-03,1834540.0,905617.0,824232.0
29375,Europe,Kosovo,2022-08-04,1834595.0,905648.0,824239.0
29376,Europe,Kosovo,2022-08-05,1834654.0,905677.0,824249.0
29377,Europe,Kosovo,2022-08-06,1834658.0,905679.0,824249.0
29378,Europe,Kosovo,2022-08-08,1834747.0,905722.0,824268.0
29379,Europe,Kosovo,2022-08-09,1834797.0,905745.0,824281.0
29380,Europe,Kosovo,2022-08-10,1834853.0,905778.0,824292.0
29381,Europe,Kosovo,2022-08-11,1834914.0,905795.0,824315.0
29382,Europe,Kosovo,2022-08-12,1834957.0,905808.0,824325.0
29383,Europe,Kosovo,2022-08-13,1834964.0,905811.0,824325.0
29384,Europe,Kosovo,2022-08-14,1834969.0,905813.0,824327.0
29385,Europe,Kosovo,2022-08-15,1835042.0,905843.0,824354.0
29386,Europe,Kosovo,2022-08-16,1835115.0,905879.0,824373.0
29387,Europe,Kosovo,2022-08-17,1835165.0,905902.0,824390.0
29388,Europe,Kosovo,2022-08-18,1835205.0,905914.0,824407.0
29389,Europe,Kosovo,2022-08-19,1835242.0,905930.0,824416.0
29390,Europe,Kosovo,2022-08-21,1835257.0,905937.0,824419.0
29391,Europe,Kosovo,2022-08-22,1835304.0,905958.0,824433.0
29392,Europe,Kosovo,2022-08-23,1835369.0,905980.0,824449.0
29393,Europe,Kosovo,2022-08-24,1835416.0,905992.0,824468.0
29394,Europe,Kosovo,2022-08-25,1835458.0,906013.0,824478.0
29395,Europe,Kosovo,2022-08-26,1835493.0,906020.0,824487.0
29396,Europe,Kosovo,2022-08-31,1835582.0,906057.0,824516.0
29397,Europe,Kosovo,2022-09-04,1835688.0,906095.0,824555.0
29398,Europe,Kosovo,2022-09-06,1835722.0,906113.0,824562.0
29399,Europe,Kosovo,2022-09-11,1835799.0,906150.0,824585.0
29400,Europe,Kosovo,2022-09-14,1835918.0,906200.0,824617.0
29401,Europe,Kosovo,2022-09-15,1835946.0,906216.0,824625.0
29402,Europe,Kosovo,2022-09-16,1835965.0,906223.0,824630.0
29403,Europe,Kosovo,2022-09-18,1835968.0,906225.0,824631.0
29404,Europe,Kosovo,2022-09-19,1836003.0,906239.0,824648.0
29405,Europe,Kosovo,2022-09-20,1836030.0,906251.0,824655.0
29406,Europe,Kosovo,2022-09-21,1836045.0,906258.0,824657.0
29407,Europe,Kosovo,2022-09-22,1836064.0,906263.0,824663.0
29408,Europe,Kosovo,2022-09-23,1836080.0,906267.0,824667.0
29409,Europe,Kosovo,2022-09-24,1836082.0,906267.0,824668.0
29410,Europe,Kosovo,2022-09-25,1836085.0,906269.0,824669.0
29411,Europe,Kosovo,2022-09-26,1836106.0,906276.0,824675.0
29412,Europe,Kosovo,2022-09-27,1836134.0,906281.0,824684.0
29413,Europe,Kosovo,2022-09-28,1836171.0,906291.0,824694.0
29414,Europe,Kosovo,2022-09-29,1836186.0,906297.0,824697.0
29415,Europe,Kosovo,2022-09-30,1836213.0,906308.0,824706.0
29416,Europe,Kosovo,2022-10-01,1836216.0,906310.0,824706.0
29417,Europe,Kosovo,2022-10-02,1836218.0,906311.0,824706.0
29418,Europe,Kosovo,2022-10-03,1836243.0,906319.0,824715.0
29419,Europe,Kosovo,2022-10-04,1836250.0,906320.0,824719.0
29420,Europe,Kosovo,2022-10-05,1836265.0,906325.0,824723.0
29421,Europe,Kosovo,2022-10-06,1836287.0,906333.0,824730.0
29422,Europe,Kosovo,2022-10-07,1836309.0,906342.0,824737.0
29423,Europe,Kosovo,2022-10-08,1836310.0,906342.0,824737.0
29424,Europe,Kosovo,2022-10-09,1836318.0,906344.0,824738.0
29425,Europe,Kosovo,2022-10-10,1836331.0,906350.0,824743.0
29426,Europe,Kosovo,2022-10-11,1836348.0,906355.0,824751.0
29427,Europe,Kosovo,2022-10-13,1836363.0,906359.0,824759.0
29428,Europe,Kosovo,2022-10-14,1836378.0,906361.0,824767.0
29429,Europe,Kosovo,2022-10-18,1836424.0,906374.0,824789.0
29430,Europe,Kosovo,2022-10-19,1836434.0,906378.0,824792.0
29431,Europe,Kosovo,2022-10-20,1836448.0,906387.0,824795.0
29432,Europe,Kosovo,2022-10-21,1836468.0,906392.0,824806.0
29433,Europe,Kosovo,2022-10-23,1836473.0,906393.0,824808.0
29434,Europe,Kosovo,2022-10-24,1836494.0,906400.0,824816.0
29435,Europe,Kosovo,2022-10-25,1836507.0,906401.0,824822.0
29436,Europe,Kosovo,2022-10-26,1836512.0,906406.0,824822.0
29437,Europe,Kosovo,2022-10-27,1836533.0,906418.0,824828.0
29438,Europe,Kosovo,2022-10-28,1836543.0,906419.0,824830.0
29439,Europe,Kosovo,2022-10-31,1836572.0,906432.0,824836.0
29440,Europe,Kosovo,2022-11-01,1836594.0,906442.0,824843.0
29441,Europe,Kosovo,2022-11-02,1836613.0,906450.0,824849.0
29442,Europe,Kosovo,2022-11-03,1836637.0,906465.0,824854.0
29443,Europe,Kosovo,2022-11-04,1836647.0,906469.0,824859.0
29444,Europe,Kosovo,2022-11-05,1836651.0,906472.0,824860.0
29445,Europe,Kosovo,2022-11-07,1836678.0,906483.0,824868.0
29446,Europe,Kosovo,2022-11-08,1836689.0,906487.0,824872.0
29447,Europe,Kosovo,2022-11-09,1836694.0,906487.0,824875.0
29448,Europe,Kosovo,2022-11-10,1836703.0,906489.0,824877.0
29449,Europe,Kosovo,2022-11-11,1836717.0,906495.0,824883.0
29450,Europe,Kosovo,2022-11-14,1836726.0,906498.0,824886.0
29451,Europe,Kosovo,2022-11-16,1836752.0,906507.0,824893.0
29452,Europe,Kosovo,2022-11-17,1836767.0,906514.0,824896.0
29453,Europe,Kosovo,2022-11-18,1836782.0,906519.0,824901.0
29454,Europe,Kosovo,2022-11-21,1836805.0,906528.0,824913.0
29455,Europe,Kosovo,2022-11-22,1836819.0,906533.0,824920.0
29456,Europe,Kosovo,2022-11-23,1836828.0,906539.0,824921.0
29457,Europe,Kosovo,2022-11-24,1836838.0,906542.0,824924.0
29458,Europe,Kosovo,2022-11-25,1836845.0,906545.0,824927.0
29459,Europe,Kosovo,2022-11-26,1836846.0,906546.0,824927.0
29460,Europe,Kosovo,2022-11-28,1836852.0,906548.0,824928.0
29461,Europe,Kosovo,2022-11-29,1836858.0,906550.0,824929.0
29462,Europe,Kosovo,2022-12-01,1836861.0,906550.0,824931.0
29463,Europe,Kosovo,2022-12-02,1836875.0,906559.0,824933.0
29464,Europe,Kosovo,2022-12-05,1836893.0,906569.0,824937.0
29465,Europe,Kosovo,2022-12-06,1836900.0,906573.0,824939.0
29466,Europe,Kosovo,2022-12-07,1836911.0,906578.0,824939.0
29467,Europe,Kosovo,2022-12-08,1836923.0,906584.0,824942.0
29468,Europe,Kosovo,2022-12-09,1836937.0,906592.0,824943.0
29469,Europe,Kosovo,2022-12-10,1836938.0,906592.0,824943.0
29470,Europe,Kosovo,2022-12-12,1836947.0,906598.0,824944.0
29471,Europe,Kosovo,2022-12-13,1836956.0,906602.0,824946.0
29472,Europe,Kosovo,2022-12-14,1836959.0,906602.0,824946.0
29473,Europe,Kosovo,2022-12-15,1836978.0,906617.0,824947.0
29474,Europe,Kosovo,2022-12-16,1836989.0,906621.0,824953.0
29475,Europe,Kosovo,2022-12-19,1837007.0,906634.0,824957.0
29476,Europe,Kosovo,2022-12-21,1837022.0,906639.0,824962.0
29477,Europe,Kosovo,2022-12-22,1837034.0,906645.0,824965.0
29478,Europe,Kosovo,2022-12-28,1837075.0,906668.0,824972.0
29479,Europe,Kosovo,2022-12-30,1837093.0,906680.0,824977.0
29480,Europe,Kosovo,2023-01-04,1837102.0,906682.0,824981.0
29481,Europe,Kosovo,2023-01-05,1837122.0,906692.0,824987.0
29482,Europe,Kosovo,2023-01-06,1837138.0,906703.0,824991.0
29483,Europe,Kosovo,2023-01-07,1837142.0,906706.0,824992.0
29484,Europe,Kosovo,2023-01-14,1837224.0,906747.0,825008.0
29485,Europe,Kosovo,2023-01-15,1837225.0,906747.0,825008.0
29486,Europe,Kosovo,2023-01-27,1837363.0,906807.0,825060.0
29487,Europe,Kosovo,2023-02-12,1837446.0,906858.0,825082.0
29488,Asia,Kuwait,2021-02-15,175000.0,137000.0,38000.0
29489,Asia,Kuwait,2021-03-08,360000.0,322000.0,38000.0
29490,Asia,Kuwait,2021-03-22,538000.0,500000.0,38000.0
29491,Asia,Kuwait,2021-04-18,860000.0,822000.0,38000.0
29492,Asia,Kuwait,2021-07-03,2375455.0,1452148.0,923307.0
29493,Asia,Kuwait,2021-11-30,6578646.0,3304574.0,3165385.0
29494,Asia,Kuwait,2021-12-09,6636245.0,3314143.0,3179881.0
29495,Asia,Kuwait,2021-12-13,6677397.0,3317686.0,3187039.0
29496,Asia,Kuwait,2021-12-15,6719055.0,3320794.0,3193897.0
29497,Asia,Kuwait,2021-12-20,6790606.0,3325463.0,3203278.0
29498,Asia,Kuwait,2021-12-23,6853262.0,3329713.0,3210223.0
29499,Asia,Kuwait,2021-12-28,6942690.0,3334421.0,3216700.0
29500,Asia,Kuwait,2022-01-05,7062411.0,3341309.0,3224987.0
29501,Asia,Kuwait,2022-01-09,7100784.0,3344173.0,3228399.0
29502,Asia,Kuwait,2022-01-10,7119791.0,3345561.0,3230155.0
29503,Asia,Kuwait,2022-01-13,7166114.0,3348999.0,3234464.0
29504,Asia,Kuwait,2022-01-17,7198089.0,3352444.0,3238463.0
29505,Asia,Kuwait,2022-01-19,7214597.0,3353921.0,3240675.0
29506,Asia,Kuwait,2022-01-23,7243697.0,3357463.0,3244850.0
29507,Asia,Kuwait,2022-01-25,7301108.0,3362105.0,3250307.0
29508,Asia,Kuwait,2022-01-27,7311606.0,3363551.0,3252071.0
29509,Asia,Kuwait,2022-01-31,7332551.0,3366671.0,3256029.0
29510,Asia,Kuwait,2022-02-02,7345882.0,3368291.0,3258446.0
29511,Asia,Kuwait,2022-02-07,7371952.0,3372412.0,3262695.0
29512,Asia,Kuwait,2022-02-20,7502337.0,3382899.0,3271835.0
29513,Asia,Kuwait,2022-02-27,7567520.0,3391299.0,3275680.0
29514,Asia,Kuwait,2022-03-06,7592265.0,3393521.0,3277287.0
29515,Asia,Kuwait,2022-03-17,7752791.0,3406769.0,3281631.0
29516,Asia,Kuwait,2022-03-24,7814545.0,3410314.0,3283891.0
29517,Asia,Kuwait,2022-04-04,7879349.0,3413831.0,3287244.0
29518,Asia,Kuwait,2022-04-12,7917422.0,3415828.0,3289299.0
29519,Asia,Kuwait,2022-04-18,7939118.0,3416986.0,3290775.0
29520,Asia,Kuwait,2022-04-26,7964451.0,3419301.0,3293862.0
29521,Asia,Kuwait,2022-04-27,7969160.0,3419874.0,3294466.0
29522,Asia,Kuwait,2022-05-05,7976507.0,3420874.0,3296175.0
29523,Asia,Kuwait,2022-05-08,7980459.0,3421205.0,3298011.0
29524,Asia,Kuwait,2022-05-10,7990026.0,3421731.0,3300602.0
29525,Asia,Kuwait,2022-05-15,8002689.0,3422607.0,3303573.0
29526,Asia,Kuwait,2022-05-23,8022755.0,3424619.0,3307357.0
29527,Asia,Kuwait,2022-06-01,8043969.0,3426459.0,3310871.0
29528,Asia,Kuwait,2022-06-15,8079566.0,3429780.0,3316630.0
