,continent,location,date,total_vaccinations,people_partially_vaccinated,people_fully_vaccinated
11233,North America,Cuba,2022-05-28,37001757.0,10669727.0,9964032.0
11234,North America,Cuba,2022-05-29,37038176.0,10669739.0,9964059.0
11235,North America,Cuba,2022-05-30,37053855.0,10670068.0,9964356.0
11236,North America,Cuba,2022-05-31,37154750.0,10670978.0,9965164.0
11237,North America,Cuba,2022-06-01,37245851.0,10671419.0,9965643.0
11238,North America,Cuba,2022-06-02,37343424.0,10671858.0,9966084.0
11239,North America,Cuba,2022-06-03,37394674.0,10672104.0,9966280.0
11240,North America,Cuba,2022-06-04,37430947.0,10672157.0,9966330.0
11241,North America,Cuba,2022-06-05,37434927.0,10672163.0,9966356.0
11242,North America,Cuba,2022-06-06,37441151.0,10672541.0,9966814.0
11243,North America,Cuba,2022-06-07,37488838.0,10673138.0,9967125.0
11244,North America,Cuba,2022-06-08,37547074.0,10673426.0,9967399.0
11245,North America,Cuba,2022-06-10,37690627.0,10674498.0,9968481.0
11246,North America,Cuba,2022-06-11,37774774.0,10674577.0,9968557.0
11247,North America,Cuba,2022-06-12,37817486.0,10674640.0,9968623.0
11248,North America,Cuba,2022-06-13,37823143.0,10674891.0,9968878.0
11249,North America,Cuba,2022-06-14,37896406.0,10675478.0,9969231.0
11250,North America,Cuba,2022-06-15,37974521.0,10675880.0,9969774.0
11251,North America,Cuba,2022-06-16,38059922.0,10676122.0,9970047.0
11252,North America,Cuba,2022-06-17,38227251.0,10676760.0,9970664.0
11253,North America,Cuba,2022-06-18,38253410.0,10676820.0,9970734.0
11254,North America,Cuba,2022-06-19,38255344.0,10676839.0,9970752.0
11255,North America,Cuba,2022-06-20,38312198.0,10677066.0,9970913.0
11256,North America,Cuba,2022-06-21,38378974.0,10677579.0,9971815.0
11257,North America,Cuba,2022-06-22,38425051.0,10677896.0,9972106.0
11258,North America,Cuba,2022-06-23,38465336.0,10678100.0,9972528.0
11259,North America,Cuba,2022-06-24,38505896.0,10678434.0,9972937.0
11260,North America,Cuba,2022-06-25,38525098.0,10678558.0,9973095.0
11261,North America,Cuba,2022-06-26,38529298.0,10678561.0,9973095.0
11262,North America,Cuba,2022-06-27,38558344.0,10678990.0,9973519.0
11263,North America,Cuba,2022-06-28,38593193.0,10679168.0,9973753.0
11264,North America,Cuba,2022-06-29,38629851.0,10679352.0,9973955.0
11265,North America,Cuba,2022-06-30,38670436.0,10680013.0,9974692.0
11266,North America,Cuba,2022-07-01,38713307.0,10680187.0,9974854.0
11267,North America,Cuba,2022-07-02,38725766.0,10680232.0,9974882.0
11268,North America,Cuba,2022-07-03,38729037.0,10680238.0,9974887.0
11269,North America,Cuba,2022-07-04,38753309.0,10680395.0,9975036.0
11270,North America,Cuba,2022-07-05,38780942.0,10680547.0,9975103.0
11271,North America,Cuba,2022-07-07,38839747.0,10680909.0,9975488.0
11272,North America,Cuba,2022-07-08,38870961.0,10681161.0,9975598.0
11273,North America,Cuba,2022-07-09,38883892.0,10681216.0,9975611.0
11274,North America,Cuba,2022-07-10,38886373.0,10681243.0,9975628.0
11275,North America,Cuba,2022-07-11,38912837.0,10681479.0,9975833.0
11276,North America,Cuba,2022-07-12,38932352.0,10681700.0,9975994.0
11277,North America,Cuba,2022-07-13,38953180.0,10681804.0,9976089.0
11278,North America,Cuba,2022-07-15,39003094.0,10682338.0,9976342.0
11279,North America,Cuba,2022-07-16,39009178.0,10682402.0,9976420.0
11280,North America,Cuba,2022-07-17,39011691.0,10682404.0,9976437.0
11281,North America,Cuba,2022-07-18,39031848.0,10682621.0,9976644.0
11282,North America,Cuba,2022-07-19,39059403.0,10682802.0,9976734.0
11283,North America,Cuba,2022-07-20,39094782.0,10682958.0,9976896.0
11284,North America,Cuba,2022-07-21,39136788.0,10683206.0,9977086.0
11285,North America,Cuba,2022-07-22,39196826.0,10683501.0,9977449.0
11286,North America,Cuba,2022-07-23,39215838.0,10683664.0,9977503.0
11287,North America,Cuba,2022-07-25,39240498.0,10683825.0,9977647.0
11288,North America,Cuba,2022-07-26,39244221.0,10683836.0,9977655.0
11289,North America,Cuba,2022-07-27,39251817.0,10683850.0,9977667.0
11290,North America,Cuba,2022-07-28,39276842.0,10683948.0,9977812.0
11291,North America,Cuba,2022-07-29,39310991.0,10684167.0,9977995.0
11292,North America,Cuba,2022-07-30,39331483.0,10684398.0,9978328.0
11293,North America,Cuba,2022-07-31,39339120.0,10685032.0,9978994.0
11294,North America,Cuba,2022-08-01,39377029.0,10685168.0,9979150.0
11295,North America,Cuba,2022-08-02,39426014.0,10685546.0,9979390.0
11296,North America,Cuba,2022-08-03,39483430.0,10685755.0,9979568.0
11297,North America,Cuba,2022-08-04,39579269.0,10686054.0,9979799.0
11298,North America,Cuba,2022-08-05,39659151.0,10686373.0,9979991.0
11299,North America,Cuba,2022-08-06,39689134.0,10686653.0,9980247.0
11300,North America,Cuba,2022-08-07,39696748.0,10686661.0,9980251.0
11301,North America,Cuba,2022-08-08,39785371.0,10686904.0,9980556.0
11302,North America,Cuba,2022-08-09,39913663.0,10687490.0,9980967.0
11303,North America,Cuba,2022-08-11,40139011.0,10688837.0,9981667.0
11304,North America,Cuba,2022-08-12,40249365.0,10689780.0,9982084.0
11305,North America,Cuba,2022-08-13,40300268.0,10689996.0,9982204.0
11306,North America,Cuba,2022-08-14,40304608.0,10690027.0,9982211.0
11307,North America,Cuba,2022-08-15,40381235.0,10690595.0,9982680.0
11308,North America,Cuba,2022-08-16,40464430.0,10691036.0,9983010.0
11309,North America,Cuba,2022-08-18,40621236.0,10692103.0,9983478.0
11310,North America,Cuba,2022-08-19,40684737.0,10692764.0,9983947.0
11311,North America,Cuba,2022-08-20,40715629.0,10692917.0,9984034.0
11312,North America,Cuba,2022-08-21,40722697.0,10692924.0,9984042.0
11313,North America,Cuba,2022-08-22,40779079.0,10693622.0,9984663.0
11314,North America,Cuba,2022-08-23,40832650.0,10694137.0,9985049.0
11315,North America,Cuba,2022-08-24,40908750.0,10694563.0,9985421.0
11316,North America,Cuba,2022-08-26,41019937.0,10695798.0,9986353.0
11317,North America,Cuba,2022-08-28,41042343.0,10696181.0,9986500.0
11318,North America,Cuba,2022-08-29,41109375.0,10696474.0,9986689.0
11319,North America,Cuba,2022-08-30,41161283.0,10696699.0,9986886.0
11320,North America,Cuba,2022-08-31,41215831.0,10697601.0,9987269.0
11321,North America,Cuba,2022-09-03,41391490.0,10698448.0,9987701.0
11322,North America,Cuba,2022-09-04,41408168.0,10698618.0,9987796.0
11323,North America,Cuba,2022-09-05,41442611.0,10698929.0,9987969.0
11324,North America,Cuba,2022-09-06,41479436.0,10699465.0,9988322.0
11325,North America,Cuba,2022-09-07,41523882.0,10699710.0,9988537.0
11326,North America,Cuba,2022-09-08,41563734.0,10700075.0,9988865.0
11327,North America,Cuba,2022-09-09,41595448.0,10700546.0,9989193.0
11328,North America,Cuba,2022-09-10,41606657.0,10700679.0,9989320.0
11329,North America,Cuba,2022-09-11,41614931.0,10700697.0,9989349.0
11330,North America,Cuba,2022-09-12,41633709.0,10701102.0,9989669.0
11331,North America,Cuba,2022-09-13,41654431.0,10701274.0,9989895.0
11332,North America,Cuba,2022-09-14,41677178.0,10701830.0,9990274.0
11333,North America,Cuba,2022-09-15,41707762.0,10702072.0,9990477.0
11334,North America,Cuba,2022-09-16,41733288.0,10702241.0,9990674.0
11335,North America,Cuba,2022-09-17,41772075.0,10702274.0,9990765.0
11336,North America,Cuba,2022-09-18,41786582.0,10702301.0,9990809.0
11337,North America,Cuba,2022-09-19,41804123.0,10702598.0,9991096.0
11338,North America,Cuba,2022-09-20,41827415.0,10702810.0,9991302.0
11339,North America,Cuba,2022-09-21,41851642.0,10703051.0,9991536.0
11340,North America,Cuba,2022-09-23,41900978.0,10703784.0,9992279.0
11341,North America,Cuba,2022-09-25,42004315.0,10703896.0,9992362.0
11342,North America,Cuba,2022-09-26,42017497.0,10704172.0,9992622.0
11343,North America,Cuba,2022-09-27,42023401.0,10704272.0,9992781.0
11344,North America,Cuba,2022-09-29,42052954.0,10704505.0,9993111.0
11345,North America,Cuba,2022-09-30,42063368.0,10704693.0,9993273.0
11346,North America,Cuba,2022-10-01,42068691.0,10704767.0,9993339.0
11347,North America,Cuba,2022-10-02,42071723.0,10704768.0,9993339.0
11348,North America,Cuba,2022-10-03,42084094.0,10705121.0,9993747.0
11349,North America,Cuba,2022-10-04,42095722.0,10705331.0,9994159.0
11350,North America,Cuba,2022-10-05,42110520.0,10705472.0,9994292.0
11351,North America,Cuba,2022-10-06,42125773.0,10705742.0,9994518.0
11352,North America,Cuba,2022-10-07,42138171.0,10705910.0,9994675.0
11353,North America,Cuba,2022-10-08,42142075.0,10706053.0,9994759.0
11354,North America,Cuba,2022-10-09,42142270.0,10706061.0,9994771.0
11355,North America,Cuba,2022-10-11,42158933.0,10706313.0,9994988.0
11356,North America,Cuba,2022-10-12,42172341.0,10706428.0,9995074.0
11357,North America,Cuba,2022-10-13,42193708.0,10706856.0,9995399.0
11358,North America,Cuba,2022-10-14,42204599.0,10707094.0,9995601.0
11359,North America,Cuba,2022-10-15,42211132.0,10707155.0,9995650.0
11360,North America,Cuba,2022-10-16,42212832.0,10707161.0,9995656.0
11361,North America,Cuba,2022-10-17,42221794.0,10707398.0,9995815.0
11362,North America,Cuba,2022-10-18,42232674.0,10707644.0,9996067.0
11363,North America,Cuba,2022-10-19,42246483.0,10707828.0,9996185.0
11364,North America,Cuba,2022-10-21,42269794.0,10708529.0,9996713.0
11365,North America,Cuba,2022-10-22,42274548.0,10708842.0,9996978.0
11366,North America,Cuba,2022-10-23,42276214.0,10708879.0,9997013.0
11367,North America,Cuba,2022-10-24,42284136.0,10709105.0,9997200.0
11368,North America,Cuba,2022-10-25,42292797.0,10709268.0,9997315.0
11369,North America,Cuba,2022-10-27,42319785.0,10709657.0,9997566.0
11370,North America,Cuba,2022-10-29,42349342.0,10710505.0,9998015.0
11371,North America,Cuba,2022-10-30,42351544.0,10710538.0,9998047.0
11372,North America,Cuba,2022-10-31,42362502.0,10711016.0,9998400.0
11373,North America,Cuba,2022-11-01,42372894.0,10711178.0,9998618.0
11374,North America,Cuba,2022-11-03,42396652.0,10711472.0,9998878.0
11375,North America,Cuba,2022-11-04,42405222.0,10711595.0,9998962.0
11376,North America,Cuba,2022-11-05,42410035.0,10711659.0,9998992.0
11377,North America,Cuba,2022-11-06,42410778.0,10711675.0,9999013.0
11378,North America,Cuba,2022-11-07,42418410.0,10711929.0,9999095.0
11379,North America,Cuba,2022-11-08,42424681.0,10712068.0,9999184.0
11380,North America,Cuba,2022-11-09,42430090.0,10712149.0,9999224.0
11381,North America,Cuba,2022-11-10,42436440.0,10712299.0,9999345.0
11382,North America,Cuba,2022-11-11,42441476.0,10712522.0,9999557.0
11383,North America,Cuba,2022-11-12,42444663.0,10712572.0,9999591.0
11384,North America,Cuba,2022-11-13,42445431.0,10712573.0,9999591.0
11385,North America,Cuba,2022-11-14,42453139.0,10712573.0,9999726.0
11386,North America,Cuba,2022-11-15,42458145.0,10712926.0,9999828.0
11387,North America,Cuba,2022-11-16,42466706.0,10713073.0,9999902.0
11388,North America,Cuba,2022-11-18,42479425.0,10713403.0,10000120.0
11389,North America,Cuba,2022-11-19,42481954.0,10713427.0,10000142.0
11390,North America,Cuba,2022-11-20,42482443.0,10713445.0,10000158.0
11391,North America,Cuba,2022-11-21,42492378.0,10713578.0,10000217.0
11392,North America,Cuba,2022-11-22,42499758.0,10714059.0,10000591.0
11393,North America,Cuba,2022-11-23,42507637.0,10714173.0,10000670.0
11394,North America,Cuba,2022-11-24,42516395.0,10714436.0,10000888.0
11395,North America,Cuba,2022-11-25,42521906.0,10714549.0,10000951.0
11396,North America,Cuba,2022-11-26,42524151.0,10714610.0,10001006.0
11397,North America,Cuba,2022-11-27,42524733.0,10714617.0,10001009.0
11398,North America,Cuba,2022-11-29,42536821.0,10714892.0,10001265.0
11399,North America,Cuba,2022-12-01,42554119.0,10715520.0,10001771.0
11400,North America,Cuba,2022-12-02,42564097.0,10715609.0,10001828.0
11401,North America,Cuba,2022-12-03,42565079.0,10715665.0,10001870.0
11402,North America,Cuba,2022-12-04,42568608.0,10715675.0,10001877.0
11403,North America,Cuba,2022-12-05,42575028.0,10716095.0,10002060.0
11404,North America,Cuba,2022-12-06,42579029.0,10716205.0,10002111.0
11405,North America,Cuba,2022-12-07,42583737.0,10716285.0,10002178.0
11406,North America,Cuba,2022-12-09,42595812.0,10716701.0,10002393.0
11407,North America,Cuba,2022-12-10,42600667.0,10716796.0,10002440.0
11408,North America,Cuba,2022-12-12,42606154.0,10716984.0,10002559.0
11409,North America,Cuba,2022-12-13,42611832.0,10717152.0,10002610.0
11410,North America,Cuba,2022-12-14,42620631.0,10717344.0,10002712.0
11411,North America,Cuba,2022-12-16,42636823.0,10717764.0,10002943.0
11412,North America,Cuba,2022-12-17,42639680.0,10717817.0,10002973.0
11413,North America,Cuba,2022-12-18,42641172.0,10717825.0,10002979.0
11414,North America,Cuba,2022-12-19,42646902.0,10717999.0,10003095.0
11415,North America,Cuba,2022-12-20,42653183.0,10718095.0,10003169.0
11416,North America,Cuba,2022-12-21,42660703.0,10718221.0,10003242.0
11417,North America,Cuba,2022-12-22,42665484.0,10718496.0,10003386.0
11418,North America,Cuba,2022-12-24,42672459.0,10718627.0,10003464.0
11419,North America,Cuba,2022-12-25,42673358.0,10718674.0,10003526.0
11420,North America,Cuba,2022-12-26,42678834.0,10718815.0,10003592.0
11421,North America,Cuba,2022-12-27,42684967.0,10718957.0,10003726.0
11422,North America,Cuba,2022-12-29,42712334.0,10719312.0,10003939.0
11423,North America,Cuba,2023-01-03,42747321.0,10719490.0,10004080.0
11424,North America,Cuba,2023-01-04,42756049.0,10720048.0,10004424.0
11425,North America,Cuba,2023-01-06,42787488.0,10720527.0,10004599.0
11426,North America,Cuba,2023-01-07,42797051.0,10720564.0,10004636.0
11427,North America,Cuba,2023-01-08,42802250.0,10720570.0,10004639.0
11428,North America,Cuba,2023-01-09,42816224.0,10720715.0,10004753.0
11429,North America,Cuba,2023-01-11,42868362.0,10720997.0,10004892.0
11430,North America,Cuba,2023-01-12,42902003.0,10721214.0,10005038.0
11431,North America,Cuba,2023-01-13,42921360.0,10721620.0,10005290.0
11432,North America,Cuba,2023-01-14,42932121.0,10721789.0,10005459.0
11433,North America,Cuba,2023-01-15,42939301.0,10721845.0,10005504.0
11434,North America,Cuba,2023-01-16,42962409.0,10722151.0,10005558.0
11435,North America,Cuba,2023-01-17,42999676.0,10722493.0,10005743.0
11436,North America,Cuba,2023-01-21,43129083.0,10723198.0,10006131.0
11437,North America,Cuba,2023-01-22,43135236.0,10723250.0,10006139.0
11438,North America,Cuba,2023-01-23,43163001.0,10723409.0,10006188.0
11439,North America,Cuba,2023-01-24,43212977.0,10723618.0,10006374.0
11440,North America,Cuba,2023-01-25,43213475.0,10723885.0,10006514.0
11441,North America,Cuba,2023-01-26,43291803.0,10724010.0,10006571.0
11442,North America,Cuba,2023-01-27,43292196.0,10724186.0,10006645.0
11443,North America,Cuba,2023-01-28,43339586.0,10724218.0,10006668.0
11444,North America,Cuba,2023-01-29,43348660.0,10724247.0,10006699.0
11445,North America,Cuba,2023-01-30,43365020.0,10724368.0,10006775.0
11446,North America,Cuba,2023-01-31,43389857.0,10724646.0,10006870.0
11447,North America,Cuba,2023-02-01,43421761.0,10724813.0,10006917.0
11448,North America,Cuba,2023-02-02,43445015.0,10724906.0,10006960.0
11449,North America,Cuba,2023-02-03,43461970.0,10725175.0,10007053.0
11450,North America,Cuba,2023-02-04,43468712.0,10725205.0,10007062.0
11451,North America,Cuba,2023-02-06,43485095.0,10725298.0,10007149.0
11452,North America,Cuba,2023-02-07,43502048.0,10725479.0,10007223.0
11453,North America,Cuba,2023-02-09,43522333.0,10725642.0,10007303.0
11454,North America,Cuba,2023-02-10,43537455.0,10725767.0,10007379.0
11455,North America,Cuba,2023-02-11,43540291.0,10725835.0,10007386.0
11456,North America,Cuba,2023-02-12,43543494.0,10725861.0,10007411.0
11457,North America,Cuba,2023-02-13,43555806.0,10725967.0,10007442.0
11458,North America,Cuba,2023-02-14,43564205.0,10726013.0,10007459.0
11459,North America,Cuba,2023-02-16,43593127.0,10726538.0,10007783.0
11460,North America,Cuba,2023-02-17,43606497.0,10726746.0,10007867.0
11461,North America,Cuba,2023-02-18,43607153.0,10726759.0,10007872.0
11462,North America,Cuba,2023-02-20,43614510.0,10726955.0,10007954.0
11463,North America,Cuba,2023-02-21,43624388.0,10727095.0,10008012.0
11464,North America,Cuba,2023-02-23,43638303.0,10727506.0,10008141.0
11465,North America,Cuba,2023-02-24,43648648.0,10727771.0,10008338.0
11466,North America,Cuba,2023-02-25,43652126.0,10727787.0,10008341.0
11467,North America,Cuba,2023-02-26,43652896.0,10727798.0,10008367.0
11468,North America,Cuba,2023-02-27,43656970.0,10727913.0,10008414.0
11469,North America,Cuba,2023-02-28,43666601.0,10728541.0,10008554.0
11470,North America,Cuba,2023-03-01,43669971.0,10728711.0,10008646.0
11471,North America,Cuba,2023-03-03,43686470.0,10728916.0,10008790.0
11472,North America,Cuba,2023-03-04,43687226.0,10728921.0,10008794.0
11473,North America,Cuba,2023-03-05,43687302.0,10728943.0,10008816.0
11474,North America,Cuba,2023-03-06,43691877.0,10729208.0,10008865.0
11475,North America,Cuba,2023-03-07,43695417.0,10729281.0,10008907.0
11476,North America,Cuba,2023-03-08,43699165.0,10729399.0,10008974.0
11477,North America,Cuba,2023-03-10,43714137.0,10729842.0,10009308.0
11478,North America,Cuba,2023-03-11,43714809.0,10729864.0,10009319.0
11479,North America,Cuba,2023-03-12,43715053.0,10729875.0,10009336.0
11480,North America,Cuba,2023-03-13,43723301.0,10729989.0,10009398.0
11481,North America,Cuba,2023-03-14,43733266.0,10730079.0,10009467.0
11482,North America,Cuba,2023-03-16,43769171.0,10730420.0,10009748.0
11483,North America,Cuba,2023-03-17,43777279.0,10730511.0,10009812.0
11484,North America,Cuba,2023-03-18,43777927.0,10730514.0,10009815.0
11485,North America,Cuba,2023-03-19,43778141.0,10730515.0,10009830.0
11486,North America,Cuba,2023-03-20,43790538.0,10730689.0,10009933.0
11487,North America,Cuba,2023-03-21,43796871.0,10730763.0,10010017.0
11488,North America,Cuba,2023-03-22,43809007.0,10731029.0,10010141.0
11489,North America,Cuba,2023-03-24,43826027.0,10731324.0,10010298.0
11490,North America,Cuba,2023-03-25,43826719.0,10731335.0,10010300.0
11491,North America,Cuba,2023-03-27,43834188.0,10731442.0,10010413.0
11492,North America,Cuba,2023-03-28,43843941.0,10731642.0,10010533.0
11493,North America,Cuba,2023-03-29,43848694.0,10731815.0,10010620.0
11494,North America,Cuba,2023-03-30,43858860.0,10732055.0,10010829.0
11495,North America,Cuba,2023-03-31,43862866.0,10732262.0,10010919.0
11496,North America,Cuba,2023-04-01,43864739.0,10732327.0,10010930.0
11497,North America,Cuba,2023-04-03,43871495.0,10732446.0,10011021.0
11498,North America,Cuba,2023-04-04,43881196.0,10732602.0,10011125.0
11499,North America,Cuba,2023-04-05,43886965.0,10732736.0,10011196.0
11500,North America,Cuba,2023-04-07,43899334.0,10732858.0,10011273.0
11501,North America,Cuba,2023-04-10,43905067.0,10732991.0,10011359.0
11502,North America,Cuba,2023-04-11,43912446.0,10733182.0,10011421.0
11503,North America,Cuba,2023-04-12,43925282.0,10733618.0,10011821.0
11504,North America,Cuba,2023-04-13,43942048.0,10733992.0,10012063.0
11505,North America,Cuba,2023-04-15,43954754.0,10734201.0,10012178.0
11506,North America,Cuba,2023-04-16,43968224.0,10734309.0,10012266.0
11507,North America,Cuba,2023-04-18,43975748.0,10734480.0,10012315.0
11508,North America,Cuba,2023-04-19,43994941.0,10734892.0,10012427.0
11509,North America,Cuba,2023-04-21,44020381.0,10735113.0,10012624.0
11510,North America,Cuba,2023-04-22,44022695.0,10735121.0,10012640.0
11511,North America,Cuba,2023-04-23,44022993.0,10735128.0,10012669.0
11512,North America,Cuba,2023-04-24,44034725.0,10735382.0,10012737.0
11513,North America,Cuba,2023-04-25,44049053.0,10735518.0,10012823.0
11514,North America,Cuba,2023-04-27,44067861.0,10735900.0,10013049.0
11515,North America,Cuba,2023-04-28,44089196.0,10736052.0,10013168.0
11516,North America,Cuba,2023-05-02,44101102.0,10736217.0,10013246.0
11517,North America,Cuba,2023-05-03,44112391.0,10736398.0,10013394.0
11518,North America,Cuba,2023-05-05,44133353.0,10736646.0,10013491.0
11519,North America,Cuba,2023-05-06,44153896.0,10737002.0,10013599.0
11520,North America,Cuba,2023-05-09,44165197.0,10737138.0,10013688.0
11521,North America,Cuba,2023-05-11,44206619.0,10737571.0,10013966.0
11522,North America,Cuba,2023-05-12,44221618.0,10737676.0,10014041.0
11523,North America,Cuba,2023-05-13,44222874.0,10737736.0,10014092.0
11524,North America,Cuba,2023-05-15,44238930.0,10737868.0,10014149.0
11525,North America,Cuba,2023-05-16,44308160.0,10738898.0,10014543.0
11526,North America,Cuba,2023-05-19,44415297.0,10740890.0,10015030.0
11527,North America,Cuba,2023-05-20,44421200.0,10741195.0,10015052.0
11528,North America,Cuba,2023-05-22,44493644.0,10742310.0,10015497.0
11529,North America,Cuba,2023-05-23,44534565.0,10742829.0,10015595.0
11530,North America,Cuba,2023-05-25,44636427.0,10745551.0,10016749.0
11531,North America,Cuba,2023-05-26,44685024.0,10746196.0,10017117.0
11532,North America,Cuba,2023-05-27,44693802.0,10746548.0,10017241.0
11533,North America,Cuba,2023-05-28,44694016.0,10746564.0,10017243.0
11534,North America,Cuba,2023-05-29,44737622.0,10747268.0,10017658.0
11535,North America,Cuba,2023-05-30,44779461.0,10748479.0,10018120.0
11536,North America,Cuba,2023-05-31,44810809.0,10749013.0,10018297.0
11537,North America,Cuba,2023-06-01,44854414.0,10750707.0,10019214.0
11538,North America,Cuba,2023-06-02,44875967.0,10751286.0,10019328.0
11539,North America,Cuba,2023-06-03,44885422.0,10751532.0,10019362.0
11540,North America,Cuba,2023-06-05,44918445.0,10752249.0,10019543.0
11541,North America,Cuba,2023-06-06,44943729.0,10752994.0,10019722.0
11542,North America,Cuba,2023-06-07,44969467.0,10753720.0,10019922.0
11543,North America,Cuba,2023-06-09,45009558.0,10754628.0,10020270.0
11544,North America,Cuba,2023-06-10,45014208.0,10754806.0,10020297.0
11545,North America,Cuba,2023-06-12,45042113.0,10755366.0,10020600.0
11546,North America,Cuba,2023-06-13,45064123.0,10756010.0,10020918.0
11547,North America,Cuba,2023-06-14,45103413.0,10756989.0,10021222.0
11548,North America,Cuba,2023-06-15,45129115.0,10757654.0,10021486.0
11549,North America,Cuba,2023-06-16,45143325.0,10758164.0,10021676.0
11550,North America,Cuba,2023-06-17,45148499.0,10758544.0,10021826.0
11551,North America,Cuba,2023-06-19,45166712.0,10758850.0,10021936.0
11552,North America,Cuba,2023-06-20,45192524.0,10759385.0,10022308.0
11553,North America,Cuba,2023-06-22,45235808.0,10760165.0,10022911.0
11554,North America,Cuba,2023-06-23,45248026.0,10760581.0,10023237.0
11555,North America,Cuba,2023-06-26,45269571.0,10761019.0,10023690.0
11556,North America,Cuba,2023-06-28,45305049.0,10761954.0,10024374.0
11557,North America,Cuba,2023-06-29,45332327.0,10762163.0,10024568.0
11558,North America,Cuba,2023-07-02,45348578.0,10762509.0,10025056.0
11559,North America,Cuba,2023-07-03,45360112.0,10762567.0,10025131.0
11560,North America,Cuba,2023-07-04,45368707.0,10762779.0,10025312.0
11561,North America,Cuba,2023-07-05,45378453.0,10763056.0,10025583.0
11562,North America,Cuba,2023-07-06,45391759.0,10763263.0,10025797.0
11563,North America,Cuba,2023-07-07,45396402.0,10763439.0,10025999.0
11564,North America,Cuba,2023-07-08,45398208.0,10763491.0,10026021.0
11565,North America,Curacao,2021-03-29,19609.0,15406.0,4203.0
11566,North America,Curacao,2021-03-30,20485.0,15755.0,4730.0
11567,North America,Curacao,2021-04-01,22339.0,16498.0,5841.0
11568,North America,Curacao,2021-04-05,28137.0,20457.0,7680.0
11569,North America,Curacao,2021-04-06,30206.0,22031.0,8175.0
11570,North America,Curacao,2021-04-07,32330.0,23497.0,8833.0
11571,North America,Curacao,2021-04-08,34130.0,24613.0,9517.0
11572,North America,Curacao,2021-04-09,36866.0,26645.0,10221.0
11573,North America,Curacao,2021-04-10,40648.0,29990.0,10658.0
11574,North America,Curacao,2021-04-13,49926.0,37940.0,11986.0
11575,North America,Curacao,2021-04-14,53519.0,41117.0,12402.0
11576,North America,Curacao,2021-04-15,58175.0,45386.0,12789.0
11577,North America,Curacao,2021-04-16,61031.0,47915.0,13116.0
11578,North America,Curacao,2021-04-17,64447.0,50876.0,13571.0
11579,North America,Curacao,2021-04-19,68760.0,55151.0,13609.0
11580,North America,Curacao,2021-04-20,71973.0,57681.0,14292.0
11581,North America,Curacao,2021-04-21,74839.0,59842.0,14997.0
11582,North America,Curacao,2021-04-22,77687.0,62322.0,15365.0
11583,North America,Curacao,2021-04-23,80356.0,64686.0,15670.0
11584,North America,Curacao,2021-04-24,84016.0,67614.0,16402.0
11585,North America,Curacao,2021-04-25,84716.0,68206.0,16510.0
11586,North America,Curacao,2021-04-26,86781.0,68723.0,18058.0
11587,North America,Curacao,2021-04-27,89193.0,69788.0,19405.0
11588,North America,Curacao,2021-04-28,89746.0,69977.0,19769.0
11589,North America,Curacao,2021-04-29,93919.0,71645.0,22274.0
11590,North America,Curacao,2021-04-30,95693.0,72248.0,23445.0
11591,North America,Curacao,2021-05-01,97496.0,72855.0,24641.0
11592,North America,Curacao,2021-05-02,97504.0,72861.0,24643.0
11593,North America,Curacao,2021-05-03,100527.0,73347.0,27180.0
11594,North America,Curacao,2021-05-04,102803.0,74294.0,28509.0
11595,North America,Curacao,2021-05-05,105720.0,75555.0,30165.0
11596,North America,Curacao,2021-05-06,106971.0,76031.0,30940.0
11597,North America,Curacao,2021-05-08,108202.0,76490.0,31712.0
11598,North America,Curacao,2021-05-09,109444.0,77141.0,32303.0
11599,North America,Curacao,2021-05-10,110103.0,77334.0,32769.0
11600,North America,Curacao,2021-05-11,111446.0,77849.0,33597.0
11601,North America,Curacao,2021-05-12,112966.0,78279.0,34687.0
11602,North America,Curacao,2021-05-13,115561.0,78676.0,36885.0
11603,North America,Curacao,2021-05-14,117613.0,78944.0,38669.0
11604,North America,Curacao,2021-05-15,120109.0,79333.0,40776.0
11605,North America,Curacao,2021-05-16,123637.0,79747.0,43890.0
11606,North America,Curacao,2021-05-17,125633.0,79954.0,45679.0
11607,North America,Curacao,2021-05-18,129059.0,80391.0,48668.0
11608,North America,Curacao,2021-05-19,132406.0,80771.0,51635.0
11609,North America,Curacao,2021-05-20,135302.0,81097.0,54205.0
11610,North America,Curacao,2021-05-21,139995.0,81895.0,58100.0
11611,North America,Curacao,2021-05-22,142102.0,82230.0,59872.0
11612,North America,Curacao,2021-05-23,143089.0,82494.0,60595.0
11613,North America,Curacao,2021-05-24,144571.0,82814.0,61757.0
11614,North America,Curacao,2021-05-25,147005.0,83290.0,63715.0
11615,North America,Curacao,2021-05-26,147350.0,83341.0,64009.0
11616,North America,Curacao,2021-05-27,148687.0,83676.0,65011.0
11617,North America,Curacao,2021-05-28,150319.0,84009.0,66310.0
11618,North America,Curacao,2021-05-29,151302.0,84267.0,67035.0
11619,North America,Curacao,2021-05-30,152260.0,84505.0,67755.0
11620,North America,Curacao,2021-05-31,153779.0,84974.0,68805.0
11621,North America,Curacao,2021-06-01,154426.0,85175.0,69251.0
11622,North America,Curacao,2021-06-02,155208.0,85314.0,69894.0
11623,North America,Curacao,2021-06-03,156188.0,85568.0,70620.0
11624,North America,Curacao,2021-06-04,156456.0,85649.0,70807.0
